,mun_name,area,area_urban_percent,build_age_year,build_area_m2,build_rooms,build_type_com_ind_percent,build_type_mixed_percent,build_type_other_percent,build_type_res_MFH_percent,build_type_res_SFH_percent,cooling_days,dem_cool_kWh,dem_el_GWh,dem_heat_com_MWh,dem_heat_ind_MWh,dem_heat_res_MWh,electricity_price,employed_primary_percent,employed_secondary_percent,employed_tertiary_percent,employed_total,heat_fuel_air_percent,heat_fuel_electricity_percent,heat_fuel_gas_percent,heat_fuel_geo_percent,heat_fuel_oil_percent,heat_fuel_other_percent,heat_fuel_remoteheat_percent,heat_fuel_wood_percent,heat_type_boiler_percent,heat_type_electricity_percent,heat_type_heatexchanger_percent,heat_type_heatpump_percent,heat_type_other_percent,heat_type_oven_percent,heating_days,households_total,pop,pop_retired_percent,pop_working_percent,pop_young_percent,pot_el_PV_GWh,pot_el_wind_mps3,pot_en_bio_nonwood_TJ,pot_en_bio_wood_TJ,pot_he_wastewaterheat_MWh,sup_el_PV_kW,sup_el_biomass_kW,sup_el_gas_kW,sup_el_hydro_cont_kW,sup_el_hydro_div_kW,sup_el_hydro_drink_kW,sup_el_hydro_pump_kW,sup_el_hydro_store_kW,sup_el_waste_kW,sup_el_wastewater_kW,sup_el_wind_kW,vehicles_el_percent,vehicles_el_total
1017,Lauterbrunnen,16466,1.4,79.11207162704538,100.28845116028064,2.462,0.6269777420219899,0.0396889246446768,0.0187717886832931,0.1799410029498525,0.1346205417001877,5.90148145034909,48015.5427,24.2,18169.1,968.0,28379.8,29.35439,0.0539682539682539,0.092517006802721,0.853514739229025,2205.0,0.0190718372536554,0.0921805467260012,0.003814367450731,0.0006357279084551,0.5969485060394152,0.0044500953591862,0.0025429116338207,0.2803560076287349,0.6764522173641474,0.0905683947532792,0.0018738288569643,0.038101186758276,0.0037476577139287,0.1892567145534041,316.229631212023,1192.0,2296,24.2,61.2,14.6,53.43,85657.4802,10.54,87.49,2200.0,545.48,200.0,0.0,8600.0,0.0,808.0,0.0,0.0,0.0,0.0,0.0,1.2,11.0
1018,Lauwil,730,2.5,69.71071428571429,149.58992805755395,1.288888888888889,0.0642857142857142,0.1642857142857142,0.0,0.1142857142857142,0.6571428571428571,38.9749989509583,102.892291,1.3,315.2,0.0,2157.0,27.534025,0.247191011235955,0.3370786516853932,0.4157303370786517,89.0,0.0071942446043165,0.0647482014388489,0.0,0.2517985611510791,0.3237410071942446,0.0071942446043165,0.0,0.3453237410071942,0.6571428571428571,0.0642857142857142,0.0,0.2571428571428571,0.0142857142857142,0.0071428571428571,226.366668701172,132.0,312,20.3,58.4,21.3,4.8,0.0,0.45,14.87,0.0,497.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0
1019,Lavertezzo,89,0.0,53.24038461538461,136.5733736762481,1.8981233243967828,0.4571428571428571,0.0120300751879699,0.0,0.1533834586466165,0.3774436090225564,85.2556298466976,0.0,9.1,1743.2,7538.0,7303.2,27.941334,0.0,0.0,0.0,0.0,0.0321428571428571,0.4,0.025,0.0,0.4571428571428571,0.0071428571428571,0.0,0.0785714285714285,0.3759791122715404,0.2924281984334204,0.0,0.2924281984334204,0.0026109660574412,0.0365535248041775,174.268781004501,0.0,1225,0.0,0.0,0.0,20.89,0.0,0.0,0.0,0.0,1151.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0
1020,Lavey-Morcles,1420,5.2,68.22291296625222,120.64275256222548,1.848387096774193,0.5532846715328467,0.018978102189781,0.0058394160583941,0.1211678832116788,0.3007299270072993,19.6777772903442,4406.477231,6.2,2559.3,0.0,5270.3,29.409334,0.0317919075144508,0.1502890173410404,0.8179190751445087,346.0,0.0202702702702702,0.054054054054054,0.4087837837837837,0.0033783783783783,0.4256756756756756,0.0202702702702702,0.0,0.0675675675675675,0.7570093457943925,0.0467289719626168,0.0,0.1246105919003115,0.0062305295950155,0.0654205607476635,278.288889567057,449.0,964,19.6,59.7,20.7,11.63,0.0,7.11,29.25,4800.0,382.92,0.0,0.0,172800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,10.0
1021,Lavigny,400,12.6,48.0153452685422,175.80324074074073,1.8418803418803416,0.4908675799086758,0.045662100456621,0.0091324200913242,0.1255707762557077,0.3287671232876712,67.8490602862821,164091.7014,11.1,6515.8,548.0,4641.5,29.1028,0.0389461626575028,0.0710194730813287,0.8900343642611683,873.0,0.0275229357798165,0.1238532110091743,0.4220183486238532,0.0045871559633027,0.3256880733944954,0.0045871559633027,0.0137614678899082,0.0779816513761468,0.7113821138211383,0.1016260162601626,0.0121951219512195,0.1585365853658536,0.0040650406504065,0.0121951219512195,184.429032548527,353.0,1027,14.2,61.2,24.6,15.71,0.0,3.19,4.25,0.0,2884.7,390.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,32.0
1022,Lavizzara,18753,0.7,76.33602620087336,52.94321093082835,1.0829831932773109,0.6130546075085325,0.0012798634812286,0.0,0.0226109215017064,0.3630546075085324,4.42012576379304,59009.29897,4.0,1015.5,0.0,6740.0,27.941334,0.2830188679245283,0.3443396226415094,0.3726415094339622,212.0,0.007380073800738,0.3739237392373923,0.009840098400984,0.0,0.050430504305043,0.0,0.009840098400984,0.5485854858548586,0.2164090368608799,0.361474435196195,0.0095124851367419,0.0404280618311533,0.0,0.3721759809750297,284.425156503353,231.0,497,29.5,55.3,15.2,17.23,0.0,0.72,19.92,0.0,234.03,0.0,0.0,5600.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,1.9,6.0
1023,Lax,542,5.0,52.86692015209125,91.63874345549738,2.3705583756345177,0.4830287206266319,0.0287206266318537,0.0130548302872062,0.2767624020887728,0.1984334203655352,23.2666674256325,0.0,2.2,419.6,0.0,3994.3,20.583416,0.1954022988505747,0.3563218390804598,0.4482758620689655,87.0,0.0666666666666666,0.3666666666666666,0.0055555555555555,0.0055555555555555,0.4277777777777777,0.0,0.0388888888888888,0.0888888888888888,0.4341463414634146,0.3170731707317073,0.0341463414634146,0.1853658536585365,0.0097560975609756,0.0195121951219512,267.466667175293,146.0,340,27.3,51.1,21.6,9.28,20473.02382,0.33,2.74,0.0,292.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,7.0
1024,Le Bémont (JU),1168,4.3,68.31569965870307,212.1095890410959,1.317829457364341,0.5631399317406144,0.1399317406143344,0.0,0.0614334470989761,0.2354948805460751,30.3416666984558,0.0,1.4,328.7,0.0,1076.6,22.13886,0.7052631578947368,0.0526315789473684,0.2421052631578947,95.0,0.0,0.0737704918032786,0.0,0.0163934426229508,0.5491803278688525,0.0,0.0,0.360655737704918,0.7480916030534351,0.0687022900763358,0.0,0.0839694656488549,0.0,0.099236641221374,240.475002288818,126.0,310,18.6,58.7,22.7,11.91,8422.874233,42.0,8.11,0.0,453.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
1025,Le Cerneux-Péquignot,1570,2.9,62.53617021276596,189.95454545454547,1.4521739130434783,0.6237942122186495,0.0964630225080385,0.0385852090032154,0.0610932475884244,0.180064308681672,23.9111105600993,0.0,3.1,328.7,0.0,1255.7,24.930714,0.4754098360655737,0.3114754098360656,0.2131147540983606,122.0,0.1351351351351351,0.036036036036036,0.009009009009009,0.027027027027027,0.3693693693693693,0.009009009009009,0.018018018018018,0.3963963963963964,0.6548672566371682,0.0353982300884955,0.0176991150442477,0.1769911504424778,0.0088495575221238,0.1061946902654867,263.233337402344,120.0,316,17.0,57.7,25.3,10.94,63309.24871,6.6,33.53,0.0,642.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,Le Chenit,10023,3.1,67.44063324538259,179.48060708263068,2.353609083536091,0.5021026072329688,0.0685449957947855,0.0058873002523128,0.1698906644238856,0.2535744322960471,15.4209878179762,122763.4429,61.5,12601.4,29839.0,25816.4,36.792866,0.0116316639741518,0.6938610662358643,0.2945072697899838,6190.0,0.0091666666666666,0.0616666666666666,0.0175,0.0041666666666666,0.7183333333333334,0.0041666666666666,0.0566666666666666,0.1283333333333333,0.6936728395061729,0.0555555555555555,0.0524691358024691,0.0925925925925925,0.0007716049382716,0.1049382716049382,256.890124285663,2157.0,4565,22.6,57.2,20.2,68.26,0.0,25.03,219.33,3700.0,5819.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,58.0
1027,Le Châtelard,749,3.2,76.27083333333333,222.9358490566038,1.360655737704918,0.5132075471698113,0.1811320754716981,0.0415094339622641,0.0679245283018867,0.1962264150943396,37.6999988555908,0.0,2.2,444.7,0.0,1005.2,23.330713,0.5775862068965517,0.0517241379310344,0.3706896551724138,116.0,0.017391304347826,0.0347826086956521,0.0,0.1130434782608695,0.417391304347826,0.008695652173913,0.0,0.408695652173913,0.6585365853658537,0.024390243902439,0.0,0.1951219512195122,0.008130081300813,0.1138211382113821,226.75,131.0,346,16.5,60.4,23.1,11.81,70908.63318,26.97,6.9,0.0,971.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,6.0
1028,Le Flon,957,5.4,50.89806678383128,157.4351851851852,1.6023391812865495,0.4272588055130168,0.1102603369065849,0.0627871362940275,0.0949464012251148,0.3047473200612557,48.0999984741211,2990.51655,4.3,915.6,0.0,4319.7,23.330713,0.3333333333333333,0.1695906432748538,0.4970760233918128,171.0,0.1042471042471042,0.0965250965250965,0.0115830115830115,0.0308880308880308,0.5173745173745173,0.0077220077220077,0.0,0.2316602316602316,0.4898550724637681,0.0695652173913043,0.0,0.3536231884057971,0.017391304347826,0.0695652173913043,210.849998474121,443.0,1223,12.9,60.8,26.3,21.42,85047.13152,29.94,8.56,0.0,1219.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,13.0
1029,Le Grand-Saconnex,438,83.7,44.71859154929577,262.1108695652174,4.28066037735849,0.3214478660183684,0.0437601296596434,0.0005402485143165,0.1815235008103727,0.4527282549972987,81.974465056135,20901729.17,105.3,71028.2,3800.0,53737.5,23.836697,0.0001645819618169,0.0240289664252797,0.9758064516129032,12152.0,0.0092436974789915,0.0445378151260504,0.561344537815126,0.0042016806722689,0.3327731092436974,0.0210084033613445,0.0176470588235294,0.0092436974789915,0.8185298621745789,0.0405819295558958,0.0153139356814701,0.1217457886676876,0.0007656967840735,0.003062787136294,182.712697066541,4494.0,12496,15.1,59.6,25.3,88.44,0.0,15.53,8.86,0.0,12454.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,80.0
1030,Le Landeron,1032,15.3,53.9198717948718,143.76,2.540289256198347,0.3839432004369197,0.0573457127252867,0.1130529765155652,0.1392681594756963,0.3063899508465319,70.1500015258789,0.0,23.0,5725.8,3232.0,24819.2,28.1273,0.0515222482435597,0.3989071038251366,0.5495706479313037,1281.0,0.1330472103004291,0.0547210300429184,0.01931330472103,0.0236051502145922,0.7081545064377682,0.0118025751072961,0.0064377682403433,0.0429184549356223,0.7158859470468432,0.0509164969450101,0.0061099796334012,0.2036659877800407,0.0081466395112016,0.015274949083503,188.400001525879,2114.0,4673,22.6,56.5,20.9,40.31,36370.62289,15.5,20.47,7600.0,3093.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0
1031,Le Lieu,3589,3.3,71.1172638436482,153.84292379471228,1.596638655462185,0.4544049459041731,0.0958268933539412,0.0092735703245749,0.115919629057187,0.3245749613601236,20.6222219467163,21700.38251,10.5,1498.1,5394.0,5605.5,36.792866,0.0562130177514792,0.772189349112426,0.1715976331360946,676.0,0.0,0.0702247191011236,0.0112359550561797,0.0,0.4943820224719101,0.0056179775280898,0.2022471910112359,0.2162921348314606,0.5079365079365079,0.0661375661375661,0.1904761904761904,0.0634920634920634,0.0052910052910052,0.1666666666666666,245.196294148763,421.0,882,23.3,57.2,19.4,17.01,0.0,11.61,69.11,1300.0,1202.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,7.0
1032,Le Locle,3466,12.7,66.56887323943661,184.67091896999764,3.3766749379652605,0.4710666976528003,0.0699511968394143,0.090866837090402,0.1670927260051127,0.2010225424122705,25.8233333587646,0.0,86.7,24961.6,54776.0,64774.0,26.001411,0.0109526525955504,0.650998288648032,0.3380490587564175,8765.0,0.01875,0.0375,0.3557692307692308,0.0038461538461538,0.4394230769230769,0.0225961538461538,0.0331730769230769,0.0889423076923077,0.8221492257156264,0.0361332707648991,0.0323791647114031,0.0478648521820741,0.019239793524167,0.0422336931018301,251.009997558594,5195.0,10741,20.7,58.2,21.1,105.69,174270.0015,35.47,50.96,8500.0,7458.27,0.0,360.0,0.0,0.0,0.0,0.0,1360.0,0.0,0.0,0.0,1.0,60.0
1033,Le Mont-sur-Lausanne,980,30.2,47.29216867469879,196.65233370084528,2.448424953675108,0.4126693518857561,0.0516294397656536,0.0043939948736726,0.1618454778469425,0.3694617356279751,54.4333343505859,1217162.437,79.4,36836.8,16784.0,41193.3,28.919844,0.0070344316919659,0.2027644082438603,0.7902011600641737,8103.0,0.0151715039577836,0.1339050131926121,0.366754617414248,0.025065963060686,0.3680738786279683,0.0059366754617414,0.0349604221635883,0.050131926121372,0.6630121177149452,0.1159838430467397,0.0305828043854587,0.1771494518176572,0.0023081361800346,0.0109636468551644,198.216667175293,3543.0,9207,14.7,61.3,24.1,98.37,4541.549156,23.84,170.74,0.0,10112.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,247.0
1034,Le Mouret,1856,8.7,47.52529069767442,122.64221014492752,1.496039603960396,0.4400175131348511,0.0429071803852889,0.1291593695271453,0.0875656742556917,0.3003502626970227,30.7200000762939,2150.303489,14.3,4594.0,1389.0,14487.9,23.330713,0.0959902794653706,0.2685297691373025,0.6354799513973268,823.0,0.2097560975609756,0.1060975609756097,0.0268292682926829,0.048780487804878,0.448780487804878,0.0109756097560975,0.0170731707317073,0.1317073170731707,0.4482421875,0.0849609375,0.013671875,0.40625,0.0087890625,0.0380859375,233.326669311523,1263.0,3194,17.1,61.5,21.4,47.74,20659.29016,50.33,70.94,0.0,6588.29,680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,53.0
1035,Le Noirmont,2039,6.1,58.51482617586912,186.23694029850745,1.7859589041095891,0.4828544949026876,0.0639481000926784,0.0009267840593141,0.108433734939759,0.3438368860055607,28.5777781804403,0.0,23.8,5716.4,8738.0,8733.3,22.13886,0.0292008196721311,0.6142418032786885,0.3565573770491803,1952.0,0.1011029411764705,0.0661764705882353,0.0091911764705882,0.0110294117647058,0.6121323529411765,0.0073529411764705,0.0661764705882353,0.1268382352941176,0.6142625607779578,0.0567260940032414,0.0551053484602917,0.2220421393841166,0.0048622366288492,0.0470016207455429,242.627777099609,817.0,1909,17.0,62.1,20.8,31.33,101224.4578,16.43,36.57,1300.0,5138.52,0.0,0.0,0.0,15100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,13.0
1036,Le Pâquier (FR),450,13.1,45.95758564437194,138.6851311953353,1.6556962025316455,0.3822674418604651,0.0392441860465116,0.0552325581395348,0.1061046511627906,0.4171511627906977,49.740054996522,100.539724,5.5,992.2,325.0,5573.0,23.330713,0.1043478260869565,0.5521739130434783,0.3434782608695652,230.0,0.0557275541795665,0.0897832817337461,0.0092879256965944,0.0433436532507739,0.5758513931888545,0.0247678018575851,0.0835913312693498,0.1176470588235294,0.516209476309227,0.0698254364089775,0.0648379052369077,0.2917705735660847,0.0074812967581047,0.0498753117206982,214.244811512803,515.0,1364,14.1,60.3,25.6,17.22,0.0,21.25,3.85,0.0,2266.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,25.0
1037,Le Vaud,311,19.5,39.22687861271676,95.02230483271376,1.24,0.377008652657602,0.042027194066749,0.0049443757725587,0.0605686032138442,0.515451174289246,50.863461693386,14051.75598,6.3,1473.2,0.0,6550.0,28.4028,0.0917030567685589,0.2358078602620087,0.6724890829694323,229.0,0.0281329923273657,0.329923273657289,0.0102301790281329,0.0076726342710997,0.5038363171355499,0.0051150895140664,0.0051150895140664,0.1099744245524296,0.4566929133858268,0.2480314960629921,0.0039370078740157,0.2677165354330709,0.0039370078740157,0.0196850393700787,209.141243137081,487.0,1385,14.2,58.6,27.2,15.19,0.0,6.54,4.97,0.0,1437.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,38.0
1038,Leibstadt,640,18.5,51.690666666666665,277.1216041397154,1.99,0.5019011406844106,0.0544993662864385,0.0101394169835234,0.11787072243346,0.3155893536121673,67.9500007629395,0.0,11.7,6802.0,1542.0,7127.2,21.075666,0.0551537070524412,0.6256781193490054,0.3191681735985534,1106.0,0.0114068441064638,0.2851711026615969,0.0,0.0,0.4980988593155893,0.0114068441064638,0.0,0.1939163498098859,0.4121951219512195,0.1804878048780487,0.0,0.3707317073170731,0.0024390243902439,0.0341463414634146,196.133338928223,595.0,1455,18.5,62.7,18.8,31.83,0.0,5.52,56.18,1700.0,3520.96,0.0,0.0,0.0,84000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0
1039,Leimbach (AG),115,16.8,50.3,163.38064516129032,1.3388888888888888,0.4380952380952381,0.0095238095238095,0.0063492063492063,0.0888888888888888,0.4571428571428571,59.3141382409113,37299.51315,2.0,488.4,2910.0,2716.5,22.776266,0.1578947368421052,0.4812030075187969,0.3609022556390977,133.0,0.0238095238095238,0.0238095238095238,0.0,0.0317460317460317,0.7619047619047619,0.0,0.0,0.1587301587301587,0.5934065934065934,0.0164835164835164,0.0,0.3461538461538461,0.0,0.0439560439560439,200.489401970116,199.0,496,18.6,60.3,21.1,8.05,6680.228954,0.82,2.35,0.0,380.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,5.0
1040,Leissigen,1038,5.8,62.14259927797834,101.21943573667711,1.6632443531827514,0.4591520165460186,0.0630816959669079,0.0506721820062047,0.1530506721820062,0.2740434332988624,16.5333335399628,1297.631437,5.2,1897.3,0.0,6321.4,22.541594,0.0873015873015873,0.238095238095238,0.6746031746031746,252.0,0.0521091811414392,0.1215880893300248,0.0024813895781637,0.0049627791563275,0.5459057071960298,0.0074441687344913,0.0,0.2655086848635236,0.5345528455284553,0.0995934959349593,0.0,0.2296747967479674,0.0121951219512195,0.1239837398373983,263.877777099609,515.0,1157,20.2,59.8,19.9,9.82,17235.63951,1.27,18.32,0.0,622.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0
1041,Lengnau (AG),1267,9.7,45.93478260869565,163.15571428571428,1.6773399014778323,0.4271708683473389,0.0693277310924369,0.0182072829131652,0.1211484593837535,0.3641456582633053,60.9777768452962,22022.1869,19.1,4029.3,9802.0,16032.6,22.776266,0.0855379188712522,0.4135802469135802,0.5008818342151675,1134.0,0.0423011844331641,0.1015228426395939,0.0033840947546531,0.0186125211505922,0.6159052453468697,0.0118443316412859,0.0642978003384094,0.1421319796954314,0.5012165450121655,0.0717761557177615,0.0450121654501216,0.3309002433090024,0.0036496350364963,0.0474452554744525,200.09999593099,1097.0,2864,16.6,59.4,24.0,33.54,0.0,36.11,23.1,0.0,3980.9,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,49.0
1042,Lengnau (BE),741,21.5,54.19899385131358,174.98239436619718,2.32370820668693,0.3158420789605197,0.0494752623688155,0.0434782608695652,0.1849075462268865,0.4062968515742129,72.3444442749023,730.317358,25.1,5726.2,6398.0,28725.1,26.368889,0.0175631174533479,0.482436882546652,0.5,1822.0,0.0520922288642186,0.0392826643894107,0.3953885567890691,0.009393680614859,0.457728437233134,0.0,0.0153714773697694,0.0307429547395388,0.7441860465116279,0.032703488372093,0.0130813953488372,0.2013081395348837,0.0,0.0087209302325581,192.944442749023,2337.0,5441,22.3,57.7,20.1,51.25,2661.180252,8.86,23.99,0.0,3312.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,56.0
1043,Lengwil,889,12.4,49.52784360189573,199.87171398527863,1.415929203539823,0.4284221525600836,0.0909090909090909,0.0083594566353187,0.0700104493207941,0.4022988505747126,55.533332824707,10698.76119,11.4,4535.5,1597.0,9606.0,40.65,0.1325714285714285,0.1874285714285714,0.68,875.0,0.0785219399538106,0.0254041570438799,0.0715935334872979,0.0346420323325635,0.5080831408775982,0.0,0.0023094688221709,0.279445727482679,0.6003490401396161,0.019197207678883,0.0017452006980802,0.3298429319371728,0.0,0.0488656195462478,203.099998474121,674.0,1723,14.5,63.0,22.5,32.27,88.71653748,23.74,11.47,0.0,2566.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,50.0
1044,Lenk,12296,2.0,62.180417044424296,144.36844181459566,2.329425556858148,0.3666666666666666,0.103875968992248,0.0860465116279069,0.2751937984496124,0.1682170542635659,8.49062496982515,27213.77075,19.9,9766.9,2817.0,22405.2,22.541594,0.1665706051873199,0.21671469740634,0.6167146974063401,1735.0,0.0317361543248288,0.163036714374611,0.0056004978220286,0.0037336652146857,0.4069695084007467,0.0068450528935905,0.0056004978220286,0.3764779091474797,0.53912050256996,0.1490576813249571,0.0051399200456881,0.1205025699600228,0.0028555111364934,0.1833238149628783,302.996871948242,1069.0,2252,24.7,56.9,18.3,83.13,207113.1459,57.35,89.24,0.0,3428.08,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,16.0
1045,Lens,1398,19.8,48.78254678600488,148.83021123953768,3.2153846153846155,0.2862204724409449,0.0318897637795275,0.0574803149606299,0.2196850393700787,0.4047244094488189,61.4916672706604,0.0,28.5,10210.3,0.0,52807.8,28.075333,0.1344786729857819,0.1018957345971564,0.7636255924170616,1688.0,0.1269205076820307,0.1329325317301269,0.2378089512358049,0.0253841015364061,0.4101536406145624,0.0140280561122244,0.0040080160320641,0.0487641950567802,0.5897435897435898,0.1153846153846153,0.0034965034965034,0.2692307692307692,0.0034965034965034,0.0186480186480186,214.949996948242,1972.0,4306,28.6,55.5,15.9,84.14,0.0,8.94,17.79,0.0,2314.44,0.0,0.0,1205.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,3.4,59.0
1046,Lenzburg,1131,28.2,55.47825386597938,248.1182331451345,3.423561643835616,0.4211187932118164,0.0644248900062853,0.0421118793211816,0.1508485229415462,0.3214959145191703,67.8444442749023,1333796.987,104.0,42624.9,48194.0,59053.5,31.274,0.0023548684345244,0.2483874270502713,0.7492577045152042,9767.0,0.0044543429844097,0.0334075723830735,0.5412026726057907,0.0200445434298441,0.22271714922049,0.0022271714922048,0.1358574610244989,0.0400890868596882,0.704624564893088,0.0293386374937841,0.1213326703132769,0.1297861760318249,0.000994530084535,0.0139234211834908,195.5,5061.0,11039,16.9,65.0,18.1,105.15,8271.383316,28.74,35.16,0.0,3424.18,270.2,0.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,147.0
1047,Les Bois,2471,5.5,61.60581683168317,159.94895591647332,1.625935162094763,0.5573580533024334,0.0938586326767091,0.0023174971031286,0.082271147161066,0.2641946697566628,29.0333333015442,0.0,8.4,1575.1,2067.0,5107.0,22.13886,0.2202729044834308,0.5165692007797271,0.2631578947368421,513.0,0.0459183673469387,0.0561224489795918,0.0051020408163265,0.0076530612244897,0.5612244897959183,0.0612244897959183,0.0,0.2627551020408163,0.6283783783783784,0.0495495495495495,0.0,0.1689189189189189,0.054054054054054,0.0990990990990991,242.216667175293,505.0,1270,18.8,58.6,22.6,24.65,212220.5925,21.36,27.06,700.0,1603.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,11.0
1048,Les Breuleux,1487,7.7,59.67275943396226,180.0677777777778,1.8662420382165603,0.5016611295681063,0.0863787375415282,0.0011074197120708,0.1218161683277962,0.2890365448504983,26.7333335876465,0.0,15.6,1800.1,6069.0,7533.2,22.13886,0.0569176882661996,0.7267950963222417,0.2162872154115586,1142.0,0.0809628008752735,0.0525164113785558,0.0021881838074398,0.0043763676148796,0.6192560175054704,0.0109409190371991,0.1072210065645514,0.1225382932166301,0.6561264822134387,0.0474308300395256,0.0968379446640316,0.1778656126482213,0.0019762845849802,0.0197628458498023,246.583332061768,664.0,1602,20.3,57.8,21.9,30.3,89553.84572,34.67,16.59,1100.0,3015.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6906.5,1.3,14.0
1049,Les Clées,704,5.3,77.33,162.50892857142858,1.5254237288135593,0.4867256637168141,0.1238938053097345,0.0088495575221238,0.1415929203539823,0.2389380530973451,47.2111104329427,0.0,1.2,206.0,0.0,1091.6,29.1028,0.1612903225806451,0.3548387096774194,0.4838709677419355,31.0,0.0172413793103448,0.0517241379310344,0.293103448275862,0.0,0.3793103448275862,0.0,0.0,0.2586206896551724,0.7666666666666667,0.05,0.0,0.0666666666666666,0.0,0.1166666666666666,207.244445800781,79.0,182,21.6,58.9,19.5,2.41,3315.836936,0.69,18.05,0.0,158.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0
1050,Les Enfers,712,2.7,67.368,193.7536231884058,1.4528301886792452,0.6304347826086957,0.1304347826086956,0.0,0.0579710144927536,0.181159420289855,32.2583336830139,0.0,1.1,179.0,326.0,629.8,22.541594,0.673469387755102,0.0816326530612244,0.2448979591836734,49.0,0.0392156862745098,0.0588235294117647,0.0196078431372549,0.0196078431372549,0.5294117647058824,0.0,0.0,0.3333333333333333,0.6851851851851852,0.037037037037037,0.0,0.1296296296296296,0.0,0.1481481481481481,236.333332061768,55.0,148,12.1,65.1,22.8,4.9,47071.86848,9.76,9.61,0.0,246.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.0
1051,Les Genevez (JU),1363,3.6,65.29098360655738,165.42962962962963,1.3303571428571428,0.4668304668304668,0.0687960687960688,0.0024570024570024,0.0712530712530712,0.3906633906633907,26.5,0.0,6.2,607.1,1890.0,2648.8,22.541594,0.0869565217391304,0.7505720823798627,0.1624713958810068,437.0,0.0625,0.0769230769230769,0.0144230769230769,0.0,0.6057692307692307,0.0048076923076923,0.0048076923076923,0.2307692307692307,0.6798245614035088,0.0701754385964912,0.0,0.1447368421052631,0.0043859649122807,0.1008771929824561,245.783332824707,217.0,518,24.8,54.8,20.4,13.77,5542.777607,16.41,15.45,0.0,831.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,10.0
1052,Les Montets,1029,11.3,52.25199543899658,140.43508424182355,1.6188436830835118,0.4841897233201581,0.0464426877470355,0.0701581027667984,0.0958498023715415,0.3033596837944664,65.2444445292155,17149.8124,7.3,1150.2,1017.0,6951.0,23.330713,0.1645962732919254,0.4782608695652174,0.3571428571428571,322.0,0.0676923076923076,0.1384615384615384,0.0246153846153846,0.0646153846153846,0.5261538461538462,0.0153846153846153,0.0092307692307692,0.1538461538461538,0.4453781512605042,0.0945378151260504,0.0021008403361344,0.4117647058823529,0.0126050420168067,0.0336134453781512,198.866663614909,609.0,1556,15.3,61.2,23.5,27.54,0.0,10.27,16.07,0.0,2316.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,22.0
